MonthlyRevenue,IncomeGroup,AgeHH1
38.82,7,38
63.93,5,24
29.79,7,42
5.04,7,40
29.99,8,52
42.91,4,30
30.5,4,34
35.54,4,44
60.28,8,26
87.02,2,34
68.36,9,36
19.99,7,26
114.74,1,30
76.86,7,42
64.69,9,44
20.09,5,72
50.98,6,26
73.25,6,26
45.66,9,42
32.32,9,36
32.69,5,50
19.99,9,70
30.51,7,36
72.22,6,44
65.77,7,54
105.2,5,28
40.73,9,52
63.62,8,56
57.65,8,30
40.57,5,36
45.5,5,56
53.74,9,46
39.99,7,32
89.23,5,22
56.83,9,60
50.99,8,30
28.46,6,32
34.99,7,34
68.81,6,50
133.77,5,34
35.99,3,38
57.15,7,54
47.09,4,30
54.78,7,46
26.6,7,32
30.26,9,48
59.3,1,68
31.98,9,54
22.4,8,30
43.74,6,44
34.62,9,54
44.71,6,42
78.17,3,74
33.99,8,46
47.34,5,52
30.14,6,40
11.25,8,40
123.02,5,36
33.69,5,50
45.2,7,40
33.44,7,40
118.61,9,56
50.1,7,66
22.14,8,40
34.99,9,54
10.65,4,28
72.17,5,20
31.23,6,64
41.87,6,44
53.43,1,38
36.31,4,66
60.79,4,40
20.17,7,44
30.09,6,48
10.02,4,38
104.15,2,22
37.73,5,46
92.15,7,30
32.78,7,28
42.02,3,50
70.98,9,54
28.84,7,50
34.99,7,62
16.99,5,78
39.75,5,52
41.15,7,30
61.66,3,40
102.62,6,52
10.09,9,40
42.23,2,50
104.44,9,30
30,4,34
12.62,6,60
129.77,6,82
29.99,3,82
64.55,5,50
77.46,5,56
65.29,3,34
53.25,4,28
27.86,6,50
46.51,6,44
20.14,5,78
57.28,3,46
52.4,7,28
24.11,7,48
68,7,38
32.7,6,28
69.46,8,24
59.3,0,28
33.37,7,62
30.31,6,62
76.41,6,28
51.98,6,46
30,8,52
32.08,9,38
51.59,6,48
34.5,6,46
82.52,4,38
29.99,6,48
32.09,7,56
110.93,1,34
37.22,4,32
41.14,4,78
51.15,9,54
22.97,5,24
19.99,7,72
35.48,7,40
74.37,1,34
75.77,6,58
47.84,6,28
12.89,7,56
97.18,3,22
107.33,0,34
59.99,3,28
17.44,6,76
81.91,3,36
52.91,6,36
29.99,6,64
44.6,9,48
99.58,6,54
30.96,6,46
41.62,6,34
33.88,9,36
34.98,4,56
32.16,9,40
86.69,6,36
33.69,3,66
82.33,9,48
27.63,1,70
45.12,8,40
99.44,9,54
83.54,5,40
43.78,9,58
64.96,9,48
43.53,2,26
85.2,6,54
50.48,7,50
174.5,6,46
67.62,6,32
36.69,7,52
68.99,4,58
2.46,5,54
58.75,7,38
52.85,5,46
48.38,4,64
62.62,9,30
82.69,2,36
34.99,7,44
106.84,7,42
44.48,6,26
34.09,9,44
29.99,8,48
37.33,9,50
32.25,9,38
30.38,5,44
50.85,2,34
18.23,8,46
30.62,5,44
159.74,6,64
45.76,9,42
34.99,6,30
32.69,4,28
85.84,7,36
29.68,1,50
42.84,6,52
76.33,9,52
51.97,3,30
73.64,9,32
33.53,5,34
79.98,1,68
34.15,6,52
51.74,9,42
60.38,5,32
16.99,1,52
17.57,6,56
60.53,7,62
224.49,7,26
29.18,9,44
35.99,6,38
58.04,0,40
39.35,9,44
52.97,5,28
57.84,9,46
41.31,1,36
51,6,40
49.99,7,56
72.51,4,52
32.48,6,58
160.17,5,40
235.52,5,28
29.99,6,42
19.99,6,38
54.15,7,34
17.07,1,72
35.19,5,44
86.11,9,60
29.99,6,38
58.19,1,36
45.43,6,40
57.16,1,52
110.05,4,48
23.54,8,32
35.23,5,70
50.44,7,32
34.73,3,38
60.44,9,38
33.2,3,40
52.84,4,40
80.02,4,28
19.22,5,52
20.27,1,58
66.56,9,42
37.01,7,34
56.79,7,50
109.89,9,38
77.97,5,50
156.91,4,54
22.43,3,42
25.48,6,38
54.22,3,52
29.11,7,22
100.89,8,42
88.73,1,40
190.54,3,38
49.99,7,58
56.58,1,58
43.9,6,28
151.94,9,48
70.7,4,50
54.91,9,30
35.97,6,32
30.25,8,40
104.2,6,36
86.48,7,22
48.38,6,38
31.42,4,42
50.24,6,46
7.56,4,36
48.08,2,56
71.47,2,32
48.66,9,46
49.95,8,38
29.29,6,56
58.4,5,46
69.52,9,50
38.56,9,56
34.46,6,64
32.28,9,28
33.76,8,48
35.36,6,28
80.67,9,42
30,6,38
75.83,3,32
34.98,6,60
50.45,4,52
20.17,9,42
44.25,1,62
11.24,4,44
74.89,7,34
18.7,7,50
53.98,8,58
140.88,7,42
62.85,2,60
101.84,6,34
34.99,9,38
30.51,6,34
22.39,6,44
117.36,9,28
34.97,6,48
30,6,36
30,9,40
76.93,6,30
34.33,9,54
32.88,5,32
43.45,4,58
58.61,3,28
53.88,1,22
84.57,6,28
67.14,3,34
78.72,9,38
32.74,9,54
27.78,7,36
36.62,7,44
152.99,4,36
53.35,1,24
54.72,9,40
47.58,6,24
35.23,8,36
47.04,7,42
50.31,7,60
65.5,9,46
26.05,7,62
30.43,6,60
22.55,6,44
22.5,6,64
58.26,7,42
31.93,4,46
41.28,5,22
19.38,2,28
23.26,7,56
183.72,6,26
42.05,3,58
32.51,6,52
31.11,7,48
17.14,4,44
79.4,6,26
65.99,6,54
114.06,3,46
146.51,6,66
66.58,7,40
16.28,1,70
33.01,8,54
77.1,5,36
31.96,9,36
81.72,7,38
49.99,6,42
47.68,6,40
36.2,9,52
59.19,9,56
61.13,9,40
59.65,7,66
68.22,6,72
75.28,7,90
103.14,5,36
58.38,2,24
54.98,2,42
97.58,9,44
115,3,52
84,7,40
81.69,5,28
16.99,6,50
73.75,6,48
59.37,0,32
31.1,6,34
57.07,6,42
44.48,8,30
42.72,8,36
30.5,5,56
21.88,9,78
33.45,8,44
61.54,7,58
89.81,9,56
43.54,5,28
116.62,3,24
36.05,9,56
59.58,8,40
70.57,5,34
45.62,3,34
30.79,2,26
151.21,1,26
75.41,8,38
33.24,6,42
54.2,8,52
40.34,4,44
55.34,3,68
47.06,3,62
54.41,7,40
35.74,5,48
40.59,6,32
37.83,9,48
77.08,3,30
53.7,6,38
30.71,6,28
30.51,9,36
46.27,6,28
30.14,6,32
82.57,7,52
111.78,1,28
129.03,4,34
55.76,8,38
67.49,4,42
41.52,9,46
52.94,6,38
19.87,5,32
79.05,4,28
32.19,6,46
87.26,9,44
93.71,9,52
32.2,1,22
172.31,5,46
61.81,9,36
77.69,6,38
90.85,6,28
40.28,3,44
42.17,6,28
34.99,7,42
89.84,4,54
35.82,6,38
35.94,9,44
46.23,6,38
30.09,6,36
37.05,9,54
59.45,9,44
35.58,6,54
170.97,9,44
76.2,1,52
57.52,6,44
85.92,6,48
20.55,7,46
62.98,6,30
41.49,4,44
26.2,1,28
35.1,4,44
34.9,5,54
42.45,6,34
35.39,8,44
10.25,6,28
30.28,4,68
29.99,2,36
44.27,7,56
75.69,0,58
109.37,6,44
40.62,9,66
28.49,9,68
31.55,7,22
37.25,9,58
122.81,0,48
25.74,4,36
108.48,4,50
55.62,2,22
6.88,1,28
17.94,7,36
29.63,6,40
31.34,3,22
113.23,2,22
41.63,6,48
34.84,7,28
48.69,7,42
122.83,7,32
52.15,6,46
62.49,9,62
29.99,9,48
46.88,8,36
59.99,5,36
50.44,9,42
77.89,8,28
4.92,5,44
54.65,8,38
16.99,7,76
33.73,7,60
152.56,4,36
36.58,8,50
72.67,3,26
64.39,9,42
33.48,5,26
12.83,9,56
30.26,8,40
50.83,6,50
30,9,52
36.31,5,44
30.64,8,38
103.7,9,54
75.25,8,46
45.91,6,42
30.34,7,48
30.34,4,42
52.23,7,46
59.22,9,56
83.22,4,32
70.77,6,42
25.21,6,34
67.97,6,40
47.75,9,42
33.24,4,62
105.97,6,66
31.86,9,38
48.6,6,50
68.86,6,44
20.91,1,36
52.72,7,28
48.98,8,36
30.25,2,58
252.41,7,34
60.82,4,62
44.25,2,38
33.25,5,36
90.86,6,76
172.21,7,48
37.8,3,56
103.67,4,20
51.28,9,52
54.13,7,24
43.24,2,54
30.82,9,54
31.25,4,32
30.77,7,42
40.46,3,46
63.03,3,30
74.92,6,46
31.59,3,26
66.36,5,34
29.99,9,50
53.69,2,36
49.02,6,42
70.5,9,40
35.84,6,30
103.26,8,50
30.26,5,76
16.99,9,54
29.99,1,84
80.5,7,42
34.38,6,58
35.43,7,40
32.8,7,60
46.89,6,44
30.45,7,40
209.41,6,58
30.7,6,72
58.4,4,32
75,7,50
94.89,9,52
30.55,7,28
82.7,6,20
287.63,8,28
29.99,6,26
34.62,6,50
53.89,8,32
12.74,7,54
35.34,7,28
30.26,6,30
30.27,8,36
97.27,7,46
42.03,9,48
29.12,4,26
59.99,7,60
68.36,5,60
213.65,9,46
64.06,4,28
53.47,1,30
26.25,8,42
121.8,5,32
32.91,9,50
34.99,7,52
34.13,6,28
30.27,9,40
50.74,6,28
35.23,7,38
38.08,6,52
35.98,6,28
60.24,3,58
43.23,9,58
51.42,9,38
66.68,5,36
30.27,6,38
41.09,9,30
32.38,3,94
109.29,9,52
30.51,3,24
82.73,6,32
11.07,6,44
58.08,1,50
32.18,6,42
52.79,6,46
44.81,4,38
168.92,3,32
48.47,9,34
53.9,6,36
50.48,7,44
63.17,6,44
34.9,6,40
101.39,6,46
67.83,6,42
53.33,7,48
75.31,4,28
98.37,5,32
14.36,8,60
53.13,7,50
36.23,5,44
50.69,7,38
29.02,4,72
86.29,6,42
50.48,9,46
117.14,3,32
66.65,3,26
29.99,4,46
52.38,5,38
80.48,6,58
30.26,9,42
26.89,5,44
36.98,6,28
44.07,7,40
28.5,6,34
46.22,6,56
85.86,6,24
45.41,9,42
91.89,3,36
53.33,6,34
47.96,6,40
51.98,7,46
45.18,5,50
56.6,6,48
17.07,3,40
34.79,4,48
65.87,6,54
58.16,9,50
42.49,6,62
174.57,7,34
59.49,3,42
144.63,6,60
312.22,8,52
30.51,5,38
78.23,8,54
27.92,6,48
54.5,4,36
52.05,6,50
29.99,6,44
45.61,4,34
68.97,4,38
104.39,9,54
27.99,6,38
28.5,9,54
61.51,6,46
48.62,9,40
24.99,6,56
46.24,9,52
44.07,5,26
30.5,8,34
53.26,6,58
30.52,2,40
44.34,3,52
39.01,4,30
30.26,7,50
10.76,5,34
79.24,6,58
32.64,7,34
34.73,8,40
52.4,9,38
49.26,9,60
40.76,9,38
87.06,9,46
39.37,9,46
32.01,7,40
74.84,6,60
19.99,6,40
50.09,7,52
12.09,6,46
39.99,2,54
38.2,5,58
109.85,6,30
43.99,6,48
43.69,4,32
133.38,4,38
18.11,4,40
42.74,7,38
85.46,4,26
32.78,1,26
28.75,7,50
51.7,1,20
99.72,5,46
78.8,6,28
42.8,9,76
11.02,5,44
38.99,4,38
56.42,4,42
55.1,9,54
68.6,5,24
70.29,4,40
45.38,2,42
53.63,8,42
34.42,9,34
29.99,7,48
29.99,9,62
136.92,3,24
35.63,6,44
10.25,8,32
39.72,4,58
86.32,9,52
48.94,9,54
35.72,7,36
35.34,3,76
138.86,9,36
29.99,7,26
34.09,9,52
63.26,6,30
80.11,9,28
37.99,7,50
78.21,8,50
86.02,7,28
61.45,4,46
75.16,8,50
32.49,6,62
52.08,4,42
59.92,7,28
50,7,60
74.2,6,46
62.72,5,50
153.74,7,54
18.66,6,50
10.88,4,38
51.83,7,36
19.76,4,68
49.99,6,52
38.3,9,28
51.23,4,28
86.97,7,34
31.37,6,50
95.02,4,56
10.49,9,42
190.71,9,40
130.59,5,36
29.99,4,62
56.25,6,38
33.39,6,34
48.48,9,60
83.72,9,48
20.36,7,32
26.23,9,34
95.05,8,30
28.36,4,38
50.54,5,26
84.14,7,56
33.71,7,48
83.43,4,40
30.8,4,26
37.4,6,32
101.14,6,34
57.74,6,34
50.44,9,32
51.29,9,26
46.57,6,28
39.4,8,50
35.89,3,30
59.37,7,38
56.66,8,36
82.09,5,34
64.96,6,22
106.94,6,50
98.84,9,36
35.7,4,48
30.75,5,46
62.3,3,32
15.01,8,82
29.99,8,54
46.94,6,28
66.41,8,38
59.92,1,30
32.93,6,46
30.26,6,46
35.23,7,52
31.57,2,50
33.55,7,34
106.3,6,24
33.86,4,28
30.27,6,58
30.73,4,58
31.09,7,36
30.24,9,42
81.15,4,32
31.26,9,26
58.74,6,56
16.73,6,52
69.99,4,46
91.47,2,44
33.16,7,64
36.94,6,42
245.86,7,46
15.14,7,52
98.39,5,26
33.89,7,64
32.23,7,32
29.99,7,30
10.62,5,28
35.18,7,24
44.22,9,44
51.48,4,26
52.96,5,54
96.54,5,38
60.95,2,44
33.42,4,26
8.25,9,38
132.61,7,46
35.24,7,52
29.99,9,56
32.89,5,52
61.62,6,30
30.75,7,50
35.65,6,38
47.86,6,30
29.49,8,26
92.8,9,46
67.64,3,32
29.99,1,54
29.06,6,58
29.99,1,30
20.56,6,44
27.3,7,52
60.97,4,52
53.72,6,40
36.9,4,70
49.22,9,32
35.87,5,48
45.03,6,34
79.2,5,40
62.28,6,28
71.62,9,44
42.87,7,36
61.59,4,52
33.49,9,26
40.83,5,50
40.77,8,44
200.16,6,50
41.59,0,44
94.03,4,62
51.38,6,42
32.49,6,54
47.41,8,46
33.35,5,36
10,7,52
57.17,3,34
42.77,2,40
48.46,8,30
56.59,9,46
63.85,9,58
34.98,8,30
30.93,8,58
51.94,6,50
89.15,7,42
60.31,7,54
47.91,1,30
34.99,6,62
23.01,9,40
38.74,8,46
59.99,1,34
110.85,5,44
34.79,2,50
10,6,28
119.28,7,30
58.05,6,28
38.35,5,40
56.19,9,20
60.54,6,36
32.59,4,28
74.33,9,32
47.39,5,70
42.85,9,54
81.5,5,28
31.12,6,48
37.8,6,38
34.69,6,44
55.33,6,26
54.51,3,48
31.39,8,38
51.27,6,58
38.24,4,52
26.54,7,48
12.81,7,42
17.14,6,28
39.99,6,72
44.23,7,22
51.23,9,54
50.74,9,52
54.17,9,44
35.19,9,56
10,6,46
30,6,30
40.73,7,60
10,1,32
61.61,7,56
35.02,8,30
31.73,9,42
141.09,7,52
18.78,8,42
96.99,8,48
43.27,9,46
87.22,1,28
10,9,48
30.1,4,48
50.94,6,50
42.74,8,48
29.99,7,44
64.34,3,46
30.5,3,82
65.56,3,44
93.3,5,52
37.51,4,50
55.64,6,52
30.47,6,36
68.05,5,58
10,7,54
50.44,6,56
30.26,6,50
44.16,5,42
54.68,8,40
66.56,4,40
30.25,9,54
30.46,5,38
50.55,9,40
108.7,6,44
31.19,9,46
63.7,6,32
28.49,4,34
8.54,5,36
10.66,9,34
38.01,7,48
42.29,9,44
52.99,3,32
67.68,6,42
57.84,1,32
55.74,7,28
10.25,6,50
30.74,7,22
15,6,60
56.49,4,46
80.48,6,56
17.24,1,62
36.74,6,22
33.25,8,34
34.99,6,50
34.99,4,24
31.36,8,48
29.99,6,54
30.27,9,34
19.34,6,66
26.58,7,50
79.86,7,44
38.13,5,36
55.88,0,36
40.21,7,36
97.28,4,30
137,6,32
117.69,8,44
59.2,4,56
5.04,6,44
53.31,4,42
114.02,9,54
50,7,42
33.51,7,60
38.63,1,54
34.99,4,24
63.52,6,54
79.56,6,46
56.09,3,38
51.05,8,50
55.47,7,58
91.94,5,36
30.48,7,38
138.7,6,50
15.44,2,56
29.51,7,48
27.89,4,78
131.09,7,46
225.47,9,36
30.26,6,78
80.65,7,58
37.98,3,50
136.46,9,54
29.99,9,50
38.51,1,28
48.01,9,34
79.51,9,58
13.38,3,60
31.98,6,24
79.24,7,42
77.23,6,52
50.39,1,34
56.12,9,54
21.43,4,24
53.94,3,58
134.17,6,28
50.59,7,52
46.23,9,56
30.34,5,44
112.08,9,58
49.99,5,28
38.94,4,48
30.58,3,40
23.73,9,46
205.38,7,40
27.16,7,50
36.55,6,50
62.69,3,36
100.66,8,26
19.96,6,44
64.28,7,28
30.24,9,40
61.77,4,28
41.29,0,40
36.48,4,52
65.21,6,58
50.33,6,46
62.15,8,34
30,9,56
61.03,6,48
39.44,7,30
28.7,7,54
51.27,2,28
30.09,5,58
57.35,4,28
154.6,7,32
46.89,8,22
50.28,6,64
35.54,3,24
35.66,4,72
10,3,86
40.59,1,54
50.44,3,38
79.25,5,32
29.99,6,72
31.52,6,38
30.85,4,36
34.15,4,30
30.36,7,40
45.81,4,38
30.43,7,52
48.23,3,54
96.89,7,48
40.21,9,40
51.48,6,24
30.26,3,66
59.87,3,50
79.17,9,52
38.18,9,56
35.55,6,44
32.26,5,68
42.55,6,42
55.47,7,52
43.95,6,30
46.18,9,52
50.45,4,40
25.02,8,36
51.09,7,42
11.37,8,50
38.04,6,52
47.06,7,46
45,9,38
31.39,7,48
50.75,8,54
36.05,7,40
19.99,7,46
38.48,4,36
122.36,7,28
97.83,8,40
24.16,7,52
51.74,6,42
43.11,6,50
29.99,3,34
34.57,9,56
28.04,5,46
66.9,8,54
44.44,8,58
32.54,8,32
103.93,3,54
25.64,8,52
33.56,5,36
45.92,4,54
232.84,9,50
34.17,6,46
60.74,8,42
44.37,8,42
36.46,4,60
29.48,7,44
50.19,7,44
33.25,4,56
200.05,8,40
49.99,5,46
78.25,6,34
83.12,6,40
19.75,7,60
70.19,6,20
60.93,7,56
68.8,9,30
17.14,4,74
16.95,6,32
14.93,6,50
50.57,4,32
39.65,7,28
30.51,9,42
69.7,3,42
49.99,9,32
30.26,5,28
29.29,7,74
54.54,9,54
51.18,2,50
23.72,6,60
28.49,8,60
50.12,4,32
53.3,9,42
34.94,7,32
18.81,4,40
30,9,44
39.99,6,62
53.65,6,50
42.74,1,54
146.19,6,32
52.38,7,54
116.51,7,50
61.29,2,24
32.42,6,44
133.6,0,26
39.78,6,36
63.26,6,32
46.35,4,44
30.38,9,50
30,7,44
51.81,8,34
54.09,4,56
85.48,9,46
72.17,5,30
30.09,6,38
22.63,5,56
33.61,6,34
31.86,4,34
65.14,3,30
31.34,4,58
16.99,4,64
36.64,7,46
66,9,54
30.37,9,52
66.16,9,40
62.39,6,54
35.24,6,64
77.68,9,40
50.04,4,38
94.09,3,56
31.36,5,80
55.77,6,56
244.69,6,28
126.29,4,30
5,8,28
154.44,4,42
32.61,7,46
161.45,7,40
50.44,3,32
30.57,6,36
30.26,5,34
43.38,3,34
19.99,6,32
12.81,7,44
37.4,9,50
54.23,3,24
23.24,5,58
35.45,5,54
142.71,6,56
78.63,1,34
29.2,7,48
89.02,9,48
47.15,9,64
45.34,0,68
40.73,7,40
33.49,4,68
50.8,5,32
141.67,7,58
71.6,9,58
36.26,7,48
30.37,9,34
34.48,5,42
28.74,6,40
50.23,7,44
99.18,6,46
115.19,7,32
86.28,4,40
50.44,4,22
96.52,7,32
33.2,3,22
82.39,9,48
63.89,6,46
32.61,2,58
41.03,4,38
59.99,6,50
54.64,4,56
35.28,7,34
35.19,6,46
50.49,3,38
35.41,6,46
54.76,1,22
16.39,5,66
21.13,9,52
81.87,8,54
24.18,6,18
35.44,4,40
12.5,5,60
103.36,3,28
94.63,4,22
32.72,6,48
38.66,7,28
17.84,9,50
43.13,9,60
48.8,4,46
34.35,6,36
29.28,6,50
88.85,9,60
82,7,34
81.14,6,26
71.44,1,52
90.34,1,30
100.24,6,54
71.12,9,54
67.08,0,60
50.44,7,36
40.48,5,26
69.83,4,44
40.27,6,22
39.04,9,24
38.97,7,26
88.42,2,30
46.37,9,36
37.48,9,60
51.18,1,58
212.29,1,46
118.2,1,58
79.11,6,52
75.59,6,36
523.51,3,52
94.72,8,58
57.31,3,24
98.75,4,34
64.39,7,26
135.79,6,38
22.32,7,44
38.66,1,28
81.14,4,48
35.4,7,46
205.7,9,40
18.39,7,58
40.12,0,22
40.5,8,50
78.06,7,30
49.99,5,42
62.42,4,28
10,6,56
90.54,9,52
91,6,34
36.56,3,34
29.99,1,54
16.99,5,28
74.48,9,54
55.1,9,38
45,6,50
103.72,6,30
10,7,60
86.45,7,36
47.59,4,26
16.79,4,28
39.99,3,64
27.61,7,46
44.03,6,58
50.49,4,38
49.99,7,60
32.17,9,36
32.82,5,46
61.48,4,32
35.88,6,48
27.82,8,42
49.99,3,30
30,6,56
40.05,6,52
43.87,7,62
41.39,6,38
54.56,5,42
29.99,8,56
26.66,6,80
69.93,7,52
55.48,7,34
40.77,9,46
57,6,46
11.46,6,26
30.26,5,50
29.99,4,60
29.99,8,54
64.35,5,48
100.64,1,60
45.96,2,38
68.84,6,76
13.4,7,56
29.53,6,46
86.06,7,38
40.45,8,34
30.26,7,54
30.24,9,30
43.32,7,42
43.03,3,30
76.95,3,22
35.23,4,86
57.03,5,48
20.24,1,34
51.31,5,74
10,9,44
9.85,3,42
55.68,9,40
60.09,2,54
76.67,4,38
133.3,9,56
38.87,7,36
201.3,6,30
29.99,9,44
32.32,2,42
36.3,9,48
13.25,6,36
53.43,5,26
95.9,7,24
60.05,4,46
285.65,3,32
30.09,7,36
52.99,1,62
31.5,8,48
36.69,6,32
45.06,6,46
100.43,6,36
50.39,4,32
44.37,5,52
34.91,5,44
33.15,6,38
69.05,6,46
93.62,8,30
25.02,4,28
39.99,6,48
17.43,6,34
47.48,9,46
42.55,2,54
34.77,4,46
83.88,6,34
45,7,40
41.43,7,44
35.24,3,24
27.33,4,40
34.62,7,48
30.48,5,68
52.97,8,50
20.46,6,60
17.14,7,80
61.74,9,54
29.22,9,46
43.72,8,38
64.95,9,50
33.74,4,56
93.06,7,34
22.04,9,48
35.09,9,36
28.75,4,34
34.99,6,38
46.68,8,24
78.24,8,26
36.31,1,24
18.8,9,36
29.99,2,66
30.51,8,32
33.24,5,32
111.53,5,60
63.88,6,46
63.37,5,50
68.58,6,50
37.22,6,32
54.61,6,52
35.24,6,36
24.99,6,66
124.16,8,34
53.23,3,56
54.58,5,54
32.78,6,54
78.74,6,50
55.17,9,56
39.34,8,26
73.79,6,36
99.9,9,54
13.43,7,36
62.77,6,44
17.79,7,50
41.38,6,80
78.38,9,52
50.98,6,58
34.99,4,54
53.95,7,40
7.75,6,58
35.48,5,26
33.57,6,38
35.7,7,32
50.24,7,28
28.74,9,44
45,5,46
83.39,1,40
49.68,8,38
75.19,4,42
33.68,6,56
10,6,66
41.49,9,44
52.99,3,56
67,6,28
32.07,7,66
28.49,7,38
43.82,9,36
47.56,4,28
58.94,9,48
30.11,4,32
134.12,9,54
111.71,4,28
50.24,6,60
57.96,6,64
69.23,7,34
30.26,5,58
30.26,6,34
30.27,7,44
58.69,6,72
35.17,3,50
36.24,3,32
55.98,9,48
82.03,9,40
43.94,2,50
42.63,7,52
87.65,6,54
34.99,5,32
59.99,6,32
143.13,2,48
43.35,5,50
10,9,54
39.59,5,42
58.17,4,24
67.25,6,46
50.48,8,62
42.66,9,52
43.71,6,40
51.27,6,46
35.73,4,26
149.99,9,60
257,8,24
62.33,4,38
71.31,9,32
35.04,7,42
19.53,5,32
30.88,6,58
37,9,34
60.34,4,48
73.62,4,48
50.55,6,52
29.99,5,44
62.03,9,34
30,9,32
42.44,9,70
54.1,7,30
24.94,7,56
28.46,0,44
37.99,5,38
68.27,6,42
10.11,8,56
51.08,7,34
39.89,6,50
35.3,6,40
84.6,1,36
331.64,9,58
50.49,7,34
30.48,7,32
111.27,6,56
43.57,5,64
175.73,4,52
19.99,6,48
52.17,4,36
64.75,6,56
60.88,7,26
33.11,3,30
11.24,6,68
60.08,8,40
53.9,8,58
52.71,7,32
77.78,2,26
82.97,8,38
29.99,9,72
40.09,7,42
60.23,9,38
119.34,4,34
43.99,9,24
42.69,9,52
32.49,6,40
41.14,6,38
64.69,7,34
141.6,7,34
59.86,7,24
33.24,6,42
39.56,7,66
87.89,9,46
124.12,4,42
61.52,7,30
51.19,7,38
25.21,5,56
53.97,5,22
24.99,7,52
19.33,9,48
34.98,9,54
29.99,9,46
44.23,6,62
21.11,6,54
35.06,6,38
66.21,5,48
50.44,7,32
38.91,5,52
34.3,4,74
55.17,9,48
30.73,7,38
55.95,1,36
65.03,4,52
37.27,6,52
54.32,3,26
48.72,4,34
143.28,7,30
55.38,4,34
18.77,7,28
107.33,5,30
53.43,6,58
41.23,8,52
41.56,8,46
40.67,7,48
51.18,5,48
66.23,3,54
48.3,8,52
59.16,9,56
61.35,5,26
98.47,8,50
21.07,6,54
30.43,9,72
50.92,7,60
33.24,9,36
32.84,9,54
85.96,7,54
84.92,4,32
30.46,3,62
64.96,7,42
49.99,6,48
50.78,5,46
90.25,8,38
42.3,1,66
67.81,9,40
56.28,5,36
10,6,34
29.99,6,44
35.33,8,32
76.78,7,56
10.34,9,56
24.99,4,26
54.43,7,36
41.25,5,20
58.98,6,42
95.87,9,52
35.3,5,60
124.61,6,26
102.76,9,48
73.82,3,28
50.69,4,28
24.57,2,22
38.96,3,28
36.13,3,20
36.72,6,54
57.72,4,36
180.93,7,24
32.67,4,34
22.46,3,48
19.47,5,48
28.8,6,32
169.63,7,52
50.69,6,54
48.38,3,34
42.97,7,44
46.16,7,50
56.2,5,42
43.23,9,48
50.96,8,42
64.92,7,44
25.75,7,32
35.24,4,28
87.53,7,50
97.58,3,34
111.07,4,60
34.85,6,54
48.75,9,52
80.99,6,36
85.62,9,42
139.7,6,24
132.67,6,48
34.99,5,64
19.11,7,48
68.22,6,30
34.49,7,40
86.67,9,52
51.68,6,30
85.27,3,46
57.45,9,44
120.78,7,52
80.78,9,38
34.98,3,64
33.35,5,36
50,4,26
71.22,5,46
72.04,6,72
39.26,3,28
104.26,6,44
32.44,7,62
34.99,9,46
30.84,6,24
51.44,9,58
50,8,70
144.79,6,42
29.99,6,50
30.41,7,66
27.01,0,40
26.02,6,66
59.69,7,52
87.74,3,30
96.93,7,46
35.84,4,56
150.01,8,56
41.45,8,44
63.08,6,34
52.42,7,38
53.79,6,52
40.73,9,30
13.81,4,52
74.31,1,26
63.25,5,26
42.49,8,56
17.41,9,52
62.39,5,36
51.56,6,46
79.26,6,48
30.11,3,44
296.06,7,34
33.19,6,58
42.87,9,52
15.19,6,70
94.16,3,44
36.23,8,68
25.64,3,32
30.26,5,40
78.14,5,40
61.2,0,46
85.15,7,42
45,3,38
96.04,8,52
50.31,5,30
34.51,7,46
142.63,7,48
97.78,6,46
35.8,3,26
23.6,6,32
30,7,58
50.51,1,32
38.24,3,26
50.67,2,24
30.48,4,50
30.27,4,48
54.92,6,54
34.22,7,30
40.05,8,50
48.24,4,28
20.53,4,44
30,6,32
32.23,1,52
76.61,7,40
73.93,3,32
37.36,5,26
35.52,9,42
29.23,9,46
88.74,1,68
29.1,2,50
28.8,7,18
30,6,60
29.99,5,30
22.96,4,78
220.41,6,34
58.24,4,30
14.96,7,50
85.97,4,54
19.99,6,58
75.43,6,56
58.94,9,32
135.89,9,40
72.76,8,42
32.28,2,44
63.06,4,38
128.48,6,60
30.15,5,32
77.68,6,40
10,6,52
19.99,6,56
91.42,1,28
75.75,2,30
74.14,6,30
28.18,6,52
38.48,9,44
36.43,5,34
30.75,7,28
54.52,3,46
30.52,9,48
70.98,7,42
32.8,4,34
96.7,4,28
39.99,5,62
78.49,6,40
58.67,9,58
65.41,9,52
92.82,7,40
81.86,2,46
102.26,0,38
50.41,5,58
55.12,7,60
207.65,9,54
66.62,6,52
28.27,6,30
79.56,9,50
68.48,3,28
30,6,48
34.98,9,56
30.27,3,22
70.96,6,38
10.25,9,56
172.48,4,38
41.16,6,32
34.82,6,24
42.59,6,54
51.62,1,28
49.99,5,22
30.27,9,42
15.32,6,40
66.78,5,38
30.51,6,32
40.68,5,68
47.33,6,28
54.73,4,76
49.99,3,28
56.3,6,46
46.64,6,32
92.84,2,24
38.03,9,50
35.55,6,72
61.58,4,52
31.66,7,40
71.47,7,42
19.99,6,32
33.51,2,66
64.02,6,74
36.45,8,24
220.55,7,34
39.99,6,40
112.78,7,40
10,6,48
33.76,3,30
39.08,9,70
15.08,7,40
30.48,6,22
132.73,6,34
54.95,5,58
82.41,7,42
58.86,6,26
19.99,3,48
